target,datetime,time,geo_lat,geo_lon,region,building_type,level,levels,rooms,area,kitchen_area,object_type,id
6478560,2018-12-31,15:12:47,55.6023741,37.7284722,Москва,2,11,16,2,39.6,8.1,11,861151
8970280,2018-12-31,14:08:22,55.6221055,37.4277674,Москва,2,11,15,3,81.4,17.1,11,857763
6304320,2018-12-31,13:56:31,55.6023741,37.7284722,Москва,2,6,25,1,39.6,19.6,11,857293
4167620,2018-12-31,08:37:56,55.653782,37.267041,Московская область,1,18,25,1,38.2,17.7,11,853413
7574400,2018-12-31,10:32:05,55.7098693,37.7833651,Москва,2,14,16,1,39.5,10.0,11,855742
7872036,2018-12-31,15:02:12,55.888348,37.53373,Москва,2,25,33,2,56.92,20.86,11,860303
17211064,2018-12-31,14:06:47,55.85485,37.606182,Москва,2,12,18,3,90.68,22.86,11,857689
13712400,2018-12-31,14:03:39,55.7497278,37.5164525,Москва,2,18,20,2,58.6,21.63,11,857427
5613740,2018-12-31,08:18:35,55.533746,37.612919,Московская область,1,13,17,2,64.6,14.5,11,851851
5340720,2018-12-31,13:51:09,55.668214,37.739177,Москва,1,14,16,1,35.7,16.9,11,857138
5975940,2018-12-31,14:05:22,55.6023741,37.7284722,Москва,2,2,16,1,27.4,6.9,11,857578
6004250,2018-12-31,14:29:06,55.8819689,37.6361097,Москва,2,14,15,1,36.5,9.8,11,858647
9280820,2018-12-31,15:09:37,55.6023741,37.7284722,Москва,2,3,16,2,61.3,23.3,11,860912
5328180,2018-12-31,15:21:12,55.6221055,37.4277674,Москва,1,11,25,1,41.4,21.3,11,862004
5322850,2018-12-31,08:46:45,55.67238,37.855156,Московская область,2,24,33,1,43.1,20.0,11,854367
7595130,2018-12-31,15:07:54,55.6221055,37.4277674,Москва,2,3,15,2,61.9,21.9,11,860669
6566260,2018-12-31,15:01:46,55.6221055,37.4277674,Москва,1,5,24,2,57.7,21.1,11,860264
3597660,2018-12-31,15:19:04,55.541206,37.48661,Москва,1,5,18,1,23.7,6.1,11,861692
5348710,2018-12-31,08:39:42,55.67238,37.855156,Московская область,2,27,33,1,43.1,20.0,11,853657
5646320,2018-12-31,08:41:39,55.520054,37.586693,Московская область,1,15,25,3,65.2,11.8,11,853847
5531360,2018-12-31,08:37:04,55.67238,37.855156,Московская область,2,24,30,1,38.2,15.5,11,853251
6656310,2018-12-31,08:26:38,55.700172,37.88084,Московская область,1,9,14,3,80.1,17.1,11,852510
8780100,2018-12-31,08:18:21,55.67238,37.855156,Московская область,2,17,30,3,79.1,12.2,11,851785
16218944,2018-12-31,14:42:14,55.850909,37.617527,Москва,2,11,11,3,91.84,20.8,11,859419
6982240,2018-12-31,13:34:33,55.541206,37.48661,Москва,2,2,17,2,60.4,22.8,11,856488
4384800,2018-12-31,08:48:33,55.678458,37.873035,Московская область,1,18,25,1,33.6,10.7,11,854630
5744920,2018-12-31,08:37:03,55.8760589,37.3882166,Московская область,1,13,25,1,45.2,21.0,11,853245
5871240,2018-12-31,08:35:34,55.91654,37.710144,Московская область,1,8,13,2,56.4,20.0,11,853148
7048680,2018-12-31,15:14:33,55.541206,37.48661,Москва,1,3,18,2,60.4,22.0,11,861337
7867840,2018-12-31,15:16:43,55.6221055,37.4277674,Москва,1,24,24,3,73.6,13.0,11,861453
5585580,2018-12-31,08:41:58,55.533746,37.612919,Московская область,1,4,17,2,65.1,14.5,11,853899
7283440,2018-12-31,08:49:30,55.67238,37.855156,Московская область,2,19,33,3,72.4,13.5,11,854687
5542000,2018-12-31,08:46:13,55.520054,37.586693,Московская область,1,9,25,3,65.2,11.8,11,854285
11579448,2018-12-31,15:15:23,55.799006,37.768175,Москва,2,5,8,2,68.68,20.25,11,861414
2893770,2018-12-31,08:21:14,55.533746,37.612919,Московская область,1,8,25,1,23.7,5.9,11,852176
9378550,2018-12-31,15:00:54,55.8744848,37.5977727,Москва,1,20,24,2,53.5,18.5,11,860160
6170100,2018-12-31,08:33:44,55.91654,37.710144,Московская область,1,8,14,2,65.5,18.6,11,852921
7280160,2018-12-31,15:16:46,55.668214,37.739177,Москва,1,16,16,2,52.3,19.6,11,861457
6791400,2018-12-31,14:12:04,55.6612174,37.411563,Москва,1,4,14,1,38.5,18.1,11,858108
6068160,2018-12-31,08:46:25,55.520054,37.586693,Московская область,1,9,15,2,68.8,21.4,11,854332
8942400,2018-12-31,14:37:48,55.8826196,37.6364015,Москва,2,12,15,2,62.1,21.9,11,859253
8360870,2018-12-31,15:20:33,55.6221055,37.4277674,Москва,1,15,24,3,79.1,22.9,11,861893
6577560,2018-12-31,13:56:32,55.6023741,37.7284722,Москва,2,13,16,1,39.6,19.6,11,857295
3004280,2018-12-31,08:39:46,55.520054,37.586693,Московская область,1,12,25,1,23.6,6.0,11,853670
5147400,2018-12-31,08:30:39,55.91654,37.710144,Московская область,1,12,13,1,46.0,20.1,11,852748
2740230,2018-12-31,08:45:21,55.91654,37.710144,Московская область,1,21,25,1,19.9,5.0,11,854126
7334250,2018-12-31,08:24:05,55.7013598,37.9043212,Московская область,1,10,25,3,88.9,15.46,11,852434
4175080,2018-12-31,08:34:01,55.91654,37.710144,Московская область,1,15,22,1,36.4,17.9,11,852981
5529040,2018-12-31,14:36:31,55.668214,37.739177,Москва,1,7,25,1,41.2,18.8,11,859150
5148360,2018-12-31,14:59:14,55.6221055,37.4277674,Москва,1,16,24,1,37.8,18.1,11,859934
6975540,2018-12-31,08:58:15,55.6557423,37.2715063,Московская область,2,10,15,3,85.8,18.6,11,854945
4301550,2018-12-31,14:09:13,55.541206,37.48661,Москва,1,9,10,1,23.7,5.9,11,857906
3581070,2018-12-31,13:30:32,55.541206,37.48661,Москва,2,5,17,1,23.7,5.9,11,856282
3189420,2018-12-31,08:36:51,55.700172,37.88084,Московская область,1,10,14,1,23.4,6.0,11,853221
9056560,2018-12-31,15:21:31,55.8826196,37.6364015,Москва,2,22,33,2,63.2,20.5,11,862032
4551550,2018-12-31,08:38:04,55.520054,37.586693,Московская область,1,14,25,1,36.5,16.0,11,853455
6871020,2018-12-31,15:17:34,55.541206,37.48661,Москва,2,8,18,2,59.8,21.1,11,861506
7433811,2018-12-31,14:04:37,55.670397,37.774751,Москва,2,7,17,1,44.17,20.58,11,857510
7347450,2018-12-31,13:34:36,55.6023741,37.7284722,Москва,2,23,25,1,36.5,16.0,11,856501
3668760,2018-12-31,15:08:50,55.541206,37.48661,Москва,2,15,17,1,23.7,5.9,11,860801
12100120,2018-12-31,15:09:44,55.6023741,37.7284722,Москва,2,11,16,3,81.1,17.1,11,860932
9873272,2018-12-31,15:01:23,55.888348,37.53373,Москва,2,13,16,3,78.86,8.8,11,860229
5881900,2018-12-31,08:29:48,55.533746,37.612919,Московская область,1,7,16,2,65.5,18.6,11,852678
4844560,2018-12-31,08:27:33,55.678458,37.873035,Московская область,1,24,25,1,42.2,16.0,11,852544
7173660,2018-12-31,15:22:52,55.668214,37.739177,Москва,1,16,25,2,54.1,21.4,11,862223
11882517,2018-12-31,11:02:03,55.8055193,37.530284,Москва,2,2,10,1,46.5,12.8,11,855940
7714560,2018-12-31,13:28:39,55.541206,37.48661,Москва,2,7,9,2,65.6,18.6,11,856156
5830000,2019-01-01,12:00:20,55.5853072,37.6928557,Москва,2,13,16,2,38.0,11.0,1,876010
2600000,2019-01-01,10:37:41,55.3178335,37.5274852,Московская область,1,4,5,1,31.0,6.0,1,875901
5700000,2019-01-01,15:40:24,55.7582621,37.8618553,Московская область,3,12,14,1,38.0,10.0,1,876378
1500000,2019-01-01,13:42:07,55.3732273,39.0644851,Московская область,1,5,5,2,44.0,6.0,1,876128
10666883,2019-01-01,11:44:02,55.8537281,37.6209051,Москва,2,15,20,1,50.5,24.7,11,875971
5200000,2019-01-02,13:47:03,55.7933027,37.9792964,Московская область,1,6,17,2,52.0,10.2,1,878698
5650000,2019-01-02,13:48:48,55.823826,37.9326539,Московская область,1,14,19,2,58.0,12.0,1,878703
5750000,2019-01-02,13:43:04,55.6720889,37.861067,Московская область,2,3,17,1,37.5,14.5,11,878691
6453000,2019-01-02,10:00:48,55.6210965,37.4310016,Москва,2,14,25,2,47.8,10.6,11,878167
5900000,2019-01-02,15:48:33,55.6018157,36.4606176,Московская область,3,4,4,4,130.0,26.0,1,879072
4800000,2019-01-02,16:48:15,55.7130236,37.9741595,Московская область,3,1,3,3,63.0,11.0,1,879223
3500000,2019-01-03,16:19:44,55.744678,36.874225,Московская область,0,16,17,1,45.6,20.0,1,881568
7647637,2019-01-03,12:41:50,55.8394875,37.4828421,Москва,2,28,29,1,34.9,13.0,11,881260
3650000,2019-01-03,11:15:00,56.0401369,37.906023,Московская область,2,8,17,1,48.0,12.0,1,881152
1550000,2019-01-04,23:32:19,55.3830113,39.0358317,Московская область,3,3,9,1,33.0,6.0,1,884696
4000000,2019-01-04,19:09:28,55.909438,36.923723,Московская область,3,1,4,2,77.0,17.0,11,884436
3074000,2019-01-05,13:50:49,55.7362595,37.991376,Московская область,2,17,17,1,40.0,10.1,11,886979
2500000,2019-01-05,19:13:21,55.3965512,37.7728776,Московская область,1,10,17,-1,25.0,4.0,1,887643
21990000,2019-01-05,09:14:59,55.8895993,37.3928101,Москва,3,5,7,4,138.0,65.0,1,886014
6200000,2019-01-05,14:30:05,55.7411153,38.0039369,Московская область,1,12,25,2,60.0,16.0,1,887154
8626712,2019-01-05,14:58:15,55.868086,37.397063,Московская область,2,5,18,3,99.8,16.2,11,887234
20753077,2019-01-06,18:29:40,55.7497953,37.5164011,Москва,2,13,20,2,71.2,16.5,11,890100
1850000,2019-01-06,13:33:51,56.0355681,35.509574,Московская область,1,3,5,1,33.0,6.0,1,889527
3200000,2019-01-07,20:19:39,56.0119037,37.4791135,Московская область,3,5,9,1,36.0,7.0,1,892509
5700000,2019-01-08,13:33:22,55.5960032,37.6077993,Москва,1,2,9,1,32.6,6.7,1,894862
3500000,2019-01-09,07:46:17,56.328304,36.711226,Московская область,1,5,10,2,57.0,10.0,1,897948
2100000,2019-01-09,18:52:23,56.3685228,36.6889508,Московская область,1,2,5,1,37.0,8.0,1,901106
7200000,2019-01-10,17:08:30,55.7504762,37.4062445,Москва,1,3,14,1,35.4,10.0,1,905471
6000000,2019-01-10,16:55:02,55.6840288,37.2999194,Московская область,2,9,25,1,41.0,10.0,1,905422
4755996,2019-01-10,22:21:22,55.7540471,37.620405,Москва,2,5,9,1,32.4,7.3,11,906232
4170000,2019-01-10,14:52:18,55.9387574,37.5011026,Московская область,1,3,25,1,46.0,12.0,1,904819
7800000,2019-01-10,16:52:00,55.6478996,37.7152779,Москва,1,5,12,2,53.8,8.7,1,905411
8000000,2019-01-10,21:23:24,55.660445,37.620276,Москва,3,4,8,2,50.3,7.0,1,906136
4500000,2019-01-10,22:02:15,56.3233051,38.1394087,Московская область,2,3,17,2,51.0,9.5,1,906208
9500000,2019-01-10,13:15:51,55.8161125,37.3651444,Московская область,1,21,25,2,94.0,15.3,1,904371
4800000,2019-01-10,19:23:56,55.816055,37.246838,Московская область,3,6,8,2,45.6,8.0,11,905946
3300000,2019-01-10,20:48:58,55.9904784,37.8120964,Московская область,3,4,4,2,41.0,6.0,1,906084
6650000,2019-01-11,12:15:46,55.8087816,37.7825128,Москва,1,5,5,2,44.8,6.2,1,909644
5272000,2019-01-11,12:53:12,55.7362481,37.8597618,Москва,1,11,17,1,37.1,7.9,1,909880
15800000,2019-01-11,20:47:59,55.628932,37.341843,Москва,2,7,9,3,93.0,15.8,1,911577
3800000,2019-01-11,11:38:23,55.424247,37.4956001,Московская область,1,16,17,1,38.0,9.0,1,909367
4700000,2019-01-11,18:40:32,55.6065526,38.0704581,Московская область,1,4,9,3,63.9,8.0,1,911217
5700000,2019-01-11,22:51:59,55.5240582,37.5884199,Московская область,1,1,17,2,54.0,10.0,1,911743
5500000,2019-01-11,16:39:21,55.7332014,36.8529669,Московская область,2,2,6,3,97.0,18.0,1,910799
2800000,2019-01-11,15:53:18,55.841442,37.976345,Московская область,3,19,21,1,44.6,11.5,1,910535
3950000,2019-01-12,19:03:18,55.8384297,37.2932775,Московская область,1,8,14,1,38.6,8.5,1,914848
3686918,2019-01-12,09:24:52,55.551725,37.7061984,Московская область,4,2,4,2,45.9,10.0,1,913127
23000000,2019-01-12,10:49:36,55.915025,37.7386899,Московская область,2,18,19,3,100.0,22.0,1,913325
13493475,2019-01-12,15:49:23,55.87593,37.547719,Москва,2,10,24,3,88.4,12.4,11,914229
8086599,2019-01-12,14:41:05,55.87593,37.547719,Москва,2,24,24,1,42.2,11.0,11,914035
20499000,2019-01-12,11:14:15,55.8070493,37.5459108,Москва,2,13,32,2,66.9,14.0,1,913409
5100000,2019-01-12,16:01:57,55.576466,39.547146,Московская область,2,2,10,2,72.0,17.0,1,914309
4750000,2019-01-13,21:00:35,55.9300857,37.7994102,Московская область,0,16,17,1,41.3,11.0,1,918763
3500000,2019-01-13,22:00:20,55.972504,37.959759,Московская область,0,1,4,1,40.0,16.0,1,918859
5500000,2019-01-13,18:22:32,55.5803994,37.6884129,Москва,1,13,24,1,41.0,10.0,1,918475
2170000,2019-01-13,20:37:24,55.7948389,38.4585777,Московская область,3,2,2,2,58.0,8.0,1,918720
3150000,2019-01-13,16:16:33,56.3266648,38.1366641,Московская область,1,2,5,3,51.0,6.0,1,918244
12890000,2019-01-14,21:48:15,55.7305664,37.4634155,Москва,2,7,10,2,62.3,8.5,1,925485
2950000,2019-01-14,14:42:44,55.94695,37.317697,Московская область,2,9,17,1,34.0,10.0,1,923545
4300000,2019-01-14,17:34:06,55.718288,36.826821,Московская область,0,5,5,1,58.6,26.0,1,924824
5450000,2019-01-14,15:13:50,55.4231563,37.4924521,Московская область,1,14,17,2,72.0,9.0,1,924008
5500000,2019-01-14,18:52:46,55.6725204,37.867707,Московская область,2,19,22,1,34.0,4.0,1,925176
3100000,2019-01-14,10:45:54,56.3589135,37.5638798,Московская область,1,1,5,2,45.0,7.0,1,921808
4600000,2019-01-14,22:05:47,55.5820025,38.2185072,Московская область,2,23,24,1,42.0,11.0,1,925520
2150000,2019-01-14,14:51:57,55.8436865,38.4467035,Московская область,2,15,17,1,42.0,9.0,11,923849
5800000,2019-01-15,14:38:51,55.768489,37.86263,Московская область,3,1,5,3,57.5,6.0,1,932076
6470060,2019-01-15,17:52:35,55.6830352,37.7452474,Москва,2,17,17,2,64.1,10.6,11,934024
6200000,2019-01-15,18:22:33,55.6973782,37.8898265,Московская область,3,2,14,1,41.0,19.0,1,934222
8879439,2019-01-15,11:06:35,55.665355,37.508921,Москва,2,3,31,1,49.3,18.3,11,930406
3200000,2019-01-15,12:21:59,55.0256581,38.094735,Московская область,2,3,3,3,72.0,9.0,1,930932
2870460,2019-01-15,16:25:41,55.9233801,37.9783707,Московская область,3,1,3,1,43.1,12.5,11,933252
2850000,2019-01-15,16:20:13,55.5984465,36.455519,Московская область,1,5,9,1,45.9,15.5,1,933067
4500000,2019-01-15,14:04:08,54.889008,38.0838445,Московская область,3,3,4,3,68.0,9.0,1,931773
1380000,2019-01-15,07:00:52,55.4982252,36.0587692,Московская область,1,1,5,1,30.0,6.0,1,927236
4400000,2019-01-15,16:18:28,55.680088,37.29646,Московская область,0,6,14,1,36.0,9.0,1,933022
7000000,2019-01-15,16:24:54,55.74108,36.856232,Московская область,0,1,10,3,96.0,18.0,1,933239
6350000,2019-01-15,11:54:34,55.7103312,37.7932745,Москва,1,1,9,2,46.5,6.0,1,930716
1750000,2019-01-15,17:04:41,55.8436865,38.4467035,Московская область,2,14,17,1,42.2,10.0,1,933716
2600000,2019-01-15,11:39:47,55.5303961,36.0290465,Московская область,3,2,2,3,66.0,10.0,1,930597
12000000,2019-01-15,08:07:49,55.8189655,37.4917496,Москва,1,6,14,3,63.0,8.0,1,927520
22500000,2019-01-15,15:54:12,55.8031651,37.7130022,Москва,2,9,17,1,94.0,12.0,1,932719
6000000,2019-01-15,21:05:55,55.4126852,37.5498953,Московская область,3,7,17,2,64.4,13.9,1,934763
19400000,2019-01-15,12:07:06,55.80402,37.534254,Москва,2,2,10,2,74.6,13.3,11,930794
10000000,2019-01-15,10:35:33,55.5648178,37.5827594,Москва,2,7,17,1,50.5,13.0,1,929567
3600000,2019-01-15,16:31:45,55.4283578,38.2448391,Московская область,1,4,5,2,52.8,10.0,1,933412
12901500,2019-01-15,17:53:11,55.57969,37.671085,Москва,2,18,22,3,91.5,14.2,11,934047
5550000,2019-01-15,16:29:57,55.660027,37.21953,Московская область,0,4,17,1,42.8,9.8,1,933356
7200000,2019-01-15,16:25:57,55.7052461,37.3192592,Московская область,1,7,22,3,76.5,9.2,1,933258
4450000,2019-01-15,16:18:26,55.7046787,37.3231345,Московская область,1,7,24,2,40.0,5.0,1,933021
4950000,2019-01-15,00:20:41,55.56015,37.704365,Московская область,2,4,17,1,37.6,10.0,1,925717
9500000,2019-01-15,19:13:31,55.6950443,37.8672613,Московская область,2,10,18,2,70.0,14.1,1,934414
5900000,2019-01-15,16:27:54,55.6411511,37.0108848,Московская область,1,3,10,3,74.0,11.0,1,933298
20941000,2019-01-16,14:57:11,55.7273108,37.6524806,Москва,3,8,8,4,95.1,12.8,1,940053
6500000,2019-01-16,11:14:48,55.6289072,37.7484552,Москва,1,12,17,1,38.7,9.0,1,938301
5900000,2019-01-16,08:47:06,55.430988,37.7428538,Московская область,3,8,14,2,57.0,11.0,1,937125
4300000,2019-01-16,10:43:13,54.89261,38.06533,Московская область,1,10,10,3,70.6,7.7,1,938003
2780000,2019-01-16,12:21:29,55.5294003,37.7123165,Московская область,2,10,14,1,30.9,6.7,11,938790
7370000,2019-01-16,13:28:17,55.5200929,37.214186,Москва,2,1,4,3,92.0,13.0,1,939314
2900000,2019-01-16,18:30:15,56.0957513,37.4923251,Московская область,1,2,5,2,50.0,9.0,1,941516
7250000,2019-01-16,12:10:15,55.951688,37.334423,Московская область,1,2,9,3,98.0,12.0,1,938713
8600000,2019-01-16,08:58:04,55.5282346,37.5166483,Москва,1,3,3,2,56.0,11.2,1,937238
2400000,2019-01-16,18:32:07,55.7774525,38.6752537,Московская область,3,12,17,1,38.0,8.0,1,941537
3300000,2019-01-16,11:36:11,55.9150484,37.786156,Московская область,1,2,9,1,38.0,7.5,1,938475
3600000,2019-01-16,01:19:46,55.4429042,37.329353,Москва,3,3,4,1,34.0,5.0,1,935255
4788500,2019-01-16,20:39:01,55.78243,38.1158671,Московская область,3,4,5,3,78.5,14.4,11,942025
3550000,2019-01-16,19:21:08,55.9245303,37.8405519,Московская область,3,2,5,1,29.7,6.3,1,941784
3800000,2019-01-16,10:25:39,55.7498286,37.9910857,Московская область,1,3,16,1,36.0,9.0,1,937842
3550000,2019-01-16,18:56:52,55.50787,37.94693,Московская область,1,5,10,1,44.0,9.0,1,941689
7150000,2019-01-16,16:27:25,55.921204,37.870224,Московская область,1,2,12,3,81.0,10.0,1,940795
7099000,2019-01-17,13:50:40,55.8029719,37.7784693,Москва,3,4,5,2,40.6,7.0,1,947801
12600000,2019-01-17,12:22:02,55.7346629,37.6540621,Москва,3,2,5,3,55.0,6.0,1,946932
1750000,2019-01-17,10:45:41,55.8596183,38.4604368,Московская область,3,1,5,1,31.0,6.0,1,946031
5700000,2019-01-17,09:13:00,55.575016,37.58633,Москва,1,10,14,1,42.0,10.0,1,944820
3500000,2019-01-17,18:16:26,55.4093318,37.56019,Московская область,1,17,19,1,39.8,8.3,1,949542
1500000,2019-01-17,10:02:16,55.2523295,38.7586755,Московская область,1,4,5,1,32.0,6.0,1,945157
8350000,2019-01-17,03:53:22,55.899216,37.6210395,Москва,1,11,12,3,64.0,8.0,1,943064
4394600,2019-01-17,12:33:28,55.6713399,37.4161334,Москва,2,12,12,2,60.2,9.7,11,947037
2150000,2019-01-17,10:26:02,55.7890866,38.9262775,Московская область,3,3,9,2,44.8,10.4,1,945483
5300000,2019-01-18,15:07:01,55.6038825,38.0831323,Московская область,2,12,16,2,49.0,6.0,1,953759
1895000,2019-01-18,16:18:30,56.3293896,36.7221821,Московская область,1,4,5,1,31.0,6.0,1,953989
8400000,2019-01-18,23:46:14,55.952107,37.2894,Московская область,3,14,17,3,85.0,20.0,1,954638
6100000,2019-01-19,16:16:01,55.442429,37.765821,Московская область,3,7,9,2,60.0,12.0,1,957498
8160350,2019-01-19,19:18:02,55.6968585,37.3263225,Московская область,2,8,25,3,80.2,11.8,11,957864
2900000,2019-01-19,16:22:49,55.3234194,36.751897,Московская область,1,1,5,2,44.0,6.0,1,957520
8790000,2019-01-20,16:22:18,55.592566,38.0904816,Московская область,3,4,14,4,103.0,10.0,1,959839
3600000,2019-01-20,18:23:33,55.6012429,38.1292616,Московская область,1,4,5,2,46.0,6.0,1,960091
6300000,2019-01-20,16:33:50,55.869806,37.6645685,Москва,1,4,9,2,47.0,10.0,1,959857
5350000,2019-01-20,18:49:04,55.7018145,37.9361974,Москва,1,7,17,1,31.0,6.0,1,960149
1800000,2019-01-20,18:17:53,56.3155883,36.7595929,Московская область,1,7,9,1,33.0,7.0,1,960075
5500000,2019-01-20,20:50:36,55.573525,38.233332,Московская область,3,1,5,2,72.0,13.0,1,960462
3600000,2019-01-20,16:22:17,55.606823,38.095432,Московская область,3,5,9,1,33.3,6.1,1,959838
3800000,2019-01-20,15:53:40,55.6787021,37.8994586,Московская область,3,1,5,1,32.0,6.0,1,959744
13700000,2019-01-20,21:53:18,55.6893851,37.5543333,Москва,3,13,14,2,55.0,9.0,1,960630
1900000,2019-01-21,14:30:55,55.6129029,38.4266875,Московская область,3,2,2,2,42.2,6.0,1,966033
4000000,2019-01-21,16:20:30,56.754292,37.135662,Московская область,3,4,5,1,47.0,10.3,1,966662
5199000,2019-01-21,20:10:21,55.514082,36.9798522,Московская область,3,2,5,3,57.0,6.0,1,967789
2100000,2019-01-21,16:13:58,55.798676,38.442432,Московская область,3,4,4,1,31.0,6.0,1,966532
7800000,2019-01-21,13:26:39,55.624901,37.506433,Москва,1,1,9,2,44.6,6.0,1,965233
7450000,2019-01-21,14:00:20,55.7246,37.41608,Москва,3,3,12,1,44.0,11.0,1,965766
11000000,2019-01-21,10:16:35,55.9185694,37.7250044,Московская область,2,17,18,3,123.6,16.8,1,963366
21700000,2019-01-21,14:57:28,55.666746,37.555777,Москва,3,2,11,3,68.0,9.0,1,966216
1500000,2019-01-21,18:40:32,55.3215927,38.6666097,Московская область,3,4,5,1,31.2,7.0,1,967470
11500000,2019-01-21,22:50:32,55.8290487,37.5219206,Москва,1,3,9,3,60.0,8.0,1,968274
15000000,2019-01-22,16:05:42,55.746365,37.767663,Москва,1,14,17,3,75.0,10.0,1,976091
3638960,2019-01-22,16:22:13,55.9042207,38.0568017,Московская область,2,2,9,2,70.0,17.3,1,976226
7500000,2019-01-22,16:16:01,55.7651747,37.7398765,Москва,1,2,5,2,45.0,6.0,1,976128
7845930,2019-01-22,20:34:08,55.879455,37.542689,Москва,3,21,24,2,47.2,10.4,11,977196
3300000,2019-01-22,21:38:56,54.8908,38.068419,Московская область,3,11,11,1,38.0,14.0,1,977457
4300000,2019-01-22,20:16:06,55.91399,37.868694,Московская область,2,3,17,1,38.0,7.0,1,977134
8200000,2019-01-22,11:49:02,55.6554993,37.4847571,Москва,1,8,9,2,49.8,7.0,1,974331
3700000,2019-01-22,10:26:09,55.4334421,37.7689209,Московская область,1,1,5,2,44.0,6.0,1,972780
3200000,2019-01-22,17:18:00,55.9262973,37.8206089,Московская область,1,3,9,1,31.0,6.0,1,976493
4750000,2019-01-22,12:28:15,55.6590205,37.2479416,Московская область,2,7,12,2,66.5,9.9,11,974607
2020000,2019-01-22,13:16:05,55.60549,37.983474,Московская область,2,17,17,1,32.0,8.0,11,975012
5200000,2019-01-22,10:27:10,55.4162773,37.4790513,Московская область,1,7,14,2,54.0,10.0,1,972787
6000000,2019-01-22,13:29:49,55.97746,37.188842,Москва,1,1,9,3,56.2,6.5,1,975142
3600000,2019-01-22,16:21:23,55.418982,37.495015,Московская область,1,3,18,1,38.1,8.9,1,976208
9300000,2019-01-22,13:26:15,55.7569765,37.8284632,Москва,1,4,9,3,56.8,6.8,1,975100
5700000,2019-01-22,06:28:31,55.6835241,37.7271712,Москва,1,6,9,1,33.0,7.0,1,970157
12262640,2019-01-23,14:26:18,55.55166,37.540227,Москва,2,2,33,3,90.7,20.3,11,983967
1660000,2019-01-23,13:29:52,55.8151375,38.9869769,Московская область,3,4,5,1,33.0,7.0,1,983546
4350000,2019-01-23,20:04:22,55.4055515,37.5379107,Московская область,2,9,17,1,42.2,10.0,1,985741
4300000,2019-01-23,04:37:07,55.914716,37.799975,Московская область,2,8,25,1,42.0,10.0,1,978577
7000000,2019-01-23,20:30:56,55.5673476,37.4801881,Москва,2,2,25,1,34.6,8.0,1,985837
5645430,2019-01-23,11:43:55,55.5719507,37.6186594,Московская область,2,4,17,2,60.9,12.3,11,982013
4811000,2019-01-23,18:30:27,55.5485532,37.4622518,Москва,2,9,12,2,43.5,6.0,11,985312
1549000,2019-01-23,09:28:09,55.9787017,37.7297888,Московская область,2,8,9,-1,24.5,4.0,11,980896
4062447,2019-01-23,17:56:07,55.8346719,37.275057,Московская область,2,22,25,1,38.9,9.7,11,985164
5000000,2019-01-23,21:11:57,55.6777922,37.8834583,Московская область,3,4,5,2,45.5,7.0,1,985982
7500000,2019-01-23,14:35:49,55.78939,37.536823,Москва,2,9,12,1,32.0,4.0,1,984065
2450000,2019-01-23,12:36:03,55.8124335,38.9579657,Московская область,1,8,9,3,58.0,9.0,1,983104
2999000,2019-01-23,16:20:19,55.394305,37.769684,Московская область,1,8,22,1,37.1,11.0,1,984681
12500000,2019-01-24,11:52:42,55.688035,37.857378,Москва,1,8,14,3,76.1,8.0,1,991479
10000000,2019-01-24,15:16:43,55.819298,37.62449,Москва,3,7,9,3,54.8,5.6,1,993117
3500000,2019-01-24,16:20:27,55.590446,38.136906,Московская область,2,11,17,1,36.9,9.0,1,993803
3700000,2019-01-24,21:52:11,56.0050519,37.445476,Московская область,1,12,17,1,35.6,9.8,1,995812
7800000,2019-01-24,13:51:44,55.7862691,37.5700518,Москва,3,3,5,1,32.0,6.1,1,992338
6000000,2019-01-24,09:31:09,55.5163346,37.3473779,Москва,1,7,17,1,41.0,9.0,1,990514
1470000,2019-01-24,14:42:31,55.3070861,38.702756,Московская область,1,2,5,1,34.0,9.0,1,992758
16754220,2019-01-24,18:59:48,55.877724,37.682816,Москва,2,13,24,3,101.9,23.7,11,995018
2380000,2019-01-24,00:23:12,56.3251096,38.157631,Московская область,3,6,9,1,35.0,11.5,1,986269
4290000,2019-01-24,20:58:08,55.419018,37.576681,Московская область,1,3,10,2,54.0,8.6,1,995606
9952299,2019-01-24,11:58:06,55.87739,37.538458,Москва,2,6,22,2,58.6,12.1,11,991524
2800000,2019-01-24,11:24:16,55.3791045,36.7298818,Московская область,3,5,5,2,40.0,6.0,1,991310
6500000,2019-01-24,13:11:07,55.860009,37.432663,Москва,1,4,9,1,30.0,6.0,1,991990
8682100,2019-01-24,19:57:14,55.7002435,37.9199736,Москва,2,17,30,2,55.3,20.1,11,995313
12832029,2019-01-24,21:05:31,55.87849,37.681038,Москва,2,17,24,3,79.8,10.6,11,995646
19852030,2019-01-24,09:59:24,55.806437,37.641586,Москва,2,3,19,3,85.8,17.5,11,990635
3600000,2019-01-24,21:18:36,55.3085915,38.652093,Московская область,1,4,9,3,72.0,9.0,1,995711
2800000,2019-01-24,16:12:23,55.3985032,37.7698199,Московская область,1,6,17,1,38.0,8.0,11,993676
5500000,2019-01-24,13:13:27,55.092216,38.759464,Московская область,3,9,16,2,46.0,12.0,11,992020
3450000,2019-01-24,16:24:38,55.3942705,37.7726881,Московская область,1,13,17,1,38.0,8.2,1,993889
